"file_id","sample_type","condition"
"6f440be3-01eb-41c7-a80e-1c25310d3664","Solid Tissue Normal","Solid Tissue Normal"
"dfc8d02e-6bb3-43b8-8076-25930dcd932b","Primary Tumor","Primary Tumor"
"be95b2ee-da62-4c6f-b699-c3d6bd89ab7c","Primary Tumor","Primary Tumor"
"7d1f1cd0-526c-4a6f-a4d9-298060dde779","Primary Tumor","Primary Tumor"
"c2125779-cfc4-4a84-901b-75223376ff59","Primary Tumor","Primary Tumor"
"c022e48e-fe91-49aa-8ee9-dbd6734d083f","Primary Tumor","Primary Tumor"
"fb84de32-ed6d-4eeb-890c-05235a3aa853","Primary Tumor","Primary Tumor"
"ba7c2cbf-9951-46a7-b0df-79238aeac9ce","Primary Tumor","Primary Tumor"
"f96df44f-ca2f-4595-922a-bc0543413f23","Primary Tumor","Primary Tumor"
"70c76e2f-3ce4-4864-8935-eaa51605612a","Solid Tissue Normal","Solid Tissue Normal"
"d018dc76-617b-4904-8e3d-b1f35456f9c8","Primary Tumor","Primary Tumor"
"3a34b41c-9fdb-4ca4-8afd-5e3319a84d24","Primary Tumor","Primary Tumor"
"9d37685b-7c6d-4bf9-bb56-b68a19fa956a","Primary Tumor","Primary Tumor"
"6ab1f388-28e9-4b2c-bbdf-8383ef18b83c","Primary Tumor","Primary Tumor"
"01999b22-fd19-4a12-aab9-049e5a3054bd","Primary Tumor","Primary Tumor"
"d9c999b0-9056-4680-b448-d918b1a1ab95","Primary Tumor","Primary Tumor"
"b8647788-d1b1-406d-baa6-607fb43d8056","Primary Tumor","Primary Tumor"
"c1c6a9a5-73f2-414a-896d-4d3e564f6e59","Solid Tissue Normal","Solid Tissue Normal"
"30843a4c-9ac8-4f2c-85ec-f33b87e716ae","Primary Tumor","Primary Tumor"
"b817f72a-3ba5-4dfc-81cc-d23ce5250798","Primary Tumor","Primary Tumor"
"053e50eb-7f13-4fed-9264-ee6e9cf86f76","Primary Tumor","Primary Tumor"
"fe340d79-53e7-445f-9041-82441df94d20","Primary Tumor","Primary Tumor"
"ceef11d5-dcf3-4ac6-a82f-44121dc48426","Primary Tumor","Primary Tumor"
"89b3406b-023b-40d7-8ad0-1f8559500229","Primary Tumor","Primary Tumor"
"84f42bf5-32e7-4100-9297-87957839e9e3","Primary Tumor","Primary Tumor"
"5bfcb451-b898-45cc-82f5-93edbb475cf2","Primary Tumor","Primary Tumor"
"22879c27-d2a7-43cb-bebf-4fb3379003d9","Solid Tissue Normal","Solid Tissue Normal"
"6216b0fe-e810-48ff-96f2-a09b7ad7cc4c","Primary Tumor","Primary Tumor"
"ab171a6f-37cf-4dca-aca7-d5ca314d2544","Primary Tumor","Primary Tumor"
"419ef164-1ce1-4fca-ac2a-c25cf18d781a","Primary Tumor","Primary Tumor"
"23bf746a-797a-47f5-afd1-76ff723d942e","Primary Tumor","Primary Tumor"
"7219f6f2-cd4c-410c-a435-888945502a71","Primary Tumor","Primary Tumor"
"46871a58-c437-49e3-93e0-915b47edb294","Primary Tumor","Primary Tumor"
"3ca8d0a7-8ff7-4d4b-a02c-76c7f3a8d0b7","Primary Tumor","Primary Tumor"
"70c6f3c1-a9a5-40fd-a39d-0fdb0d66da1f","Primary Tumor","Primary Tumor"
"0195917c-c127-4523-aff3-9e64ebdd4363","Primary Tumor","Primary Tumor"
"c980e8d4-d258-40e5-a173-34b2719bb3a9","Primary Tumor","Primary Tumor"
"2932217e-1907-4729-82b0-f05d497fc783","Primary Tumor","Primary Tumor"
"0bc57387-0234-446f-8956-b4410fa60c41","Primary Tumor","Primary Tumor"
"85b21f9d-07de-4576-9652-740a5a550124","Primary Tumor","Primary Tumor"
"3e0ad2f4-16c0-4c3f-a5c5-414e4f495b48","Primary Tumor","Primary Tumor"
"2a4b70ba-9030-4b04-abe0-5fa59f99564c","Primary Tumor","Primary Tumor"
"a48b7fbd-3805-4b2c-8cfd-88eb601a1ffe","Primary Tumor","Primary Tumor"
"2184f692-a3ba-45c3-baf4-734fd4332f35","Primary Tumor","Primary Tumor"
"cbdc8782-69cc-49b2-babe-fbfc70185547","Primary Tumor","Primary Tumor"
"5533da9b-bc5b-4538-80d6-2d8aea2ba6a0","Primary Tumor","Primary Tumor"
"9a387fca-241f-4ec5-8241-75d7cdc1a1f6","Primary Tumor","Primary Tumor"
"c7302dc6-6512-415f-b26a-b6aa895a6cd7","Primary Tumor","Primary Tumor"
"8ad7eaaa-a0a0-4c2a-bf31-cd0832705aea","Primary Tumor","Primary Tumor"
"7b337d83-0838-44f5-84d6-bf8376613c75","Primary Tumor","Primary Tumor"
"638641a8-0302-4d39-b7f5-edd00034e37b","Primary Tumor","Primary Tumor"
"ef99ae23-c33f-49f4-9757-7bb6d944b622","Primary Tumor","Primary Tumor"
"c2cf4ba8-f4c8-4be0-b61a-2e3bd8119638","Primary Tumor","Primary Tumor"
"05f65c8f-273a-4e14-9ba4-269c48dd5d0a","Primary Tumor","Primary Tumor"
"0a74fef1-f136-4f66-8682-d5dc0a6e06ab","Primary Tumor","Primary Tumor"
"bc6abaf1-b5dd-41c7-b3b2-bac114e0ad78","Primary Tumor","Primary Tumor"
"68910c67-39e1-413d-8724-e772408a9acf","Primary Tumor","Primary Tumor"
"540e89bf-d79c-4916-af91-cf79307103ef","Primary Tumor","Primary Tumor"
"6c491aa2-ab02-4e44-8d1b-1ebf3125469b","Primary Tumor","Primary Tumor"
"5c679022-51b7-4238-b652-0198d7c7887a","Primary Tumor","Primary Tumor"
"42ac847d-71cc-468d-88b0-9cc65c38e241","Primary Tumor","Primary Tumor"
"70f8d4a3-81e0-4d82-860e-ae359c3cac74","Primary Tumor","Primary Tumor"
"b5604d13-4cde-44fa-be67-203bc5da0caf","Primary Tumor","Primary Tumor"
"8e6ba6ce-5f0b-424d-bf39-2b2bf2f9adf7","Primary Tumor","Primary Tumor"
"5f2f42c5-e9d1-4a47-86a7-fd19308eca52","Solid Tissue Normal","Solid Tissue Normal"
"fb69a4f1-3642-4012-a9be-68afbfeea487","Primary Tumor","Primary Tumor"
"25491fb0-ac87-4b8e-a99d-59e13acc0bb5","Primary Tumor","Primary Tumor"
"355ae847-d5f0-43ab-90e6-920c6ef8711c","Primary Tumor","Primary Tumor"
"90e945ed-de4a-4de2-9b10-67bf4f30fa0b","Primary Tumor","Primary Tumor"
"ab865a79-8928-4178-8aff-44a95e43e697","Primary Tumor","Primary Tumor"
"3e824571-a3da-4d80-98d1-c161f569466d","Solid Tissue Normal","Solid Tissue Normal"
"f16f009f-c863-43a8-94bf-f24ed4fde296","Primary Tumor","Primary Tumor"
"4f513085-a7f0-495c-9a87-34f70d757900","Primary Tumor","Primary Tumor"
"6d779189-cfd2-48bf-ada2-ca78e2818468","Primary Tumor","Primary Tumor"
"edc32d82-53d8-4980-aa5a-0c8f6c5ff311","Primary Tumor","Primary Tumor"
"b02ef951-bb51-4378-b59c-ccffeff088ec","Primary Tumor","Primary Tumor"
"dc74bb68-51b5-4c14-a017-7d68cb591df1","Primary Tumor","Primary Tumor"
"a7860e15-42f2-470b-83d8-da5d6657ddff","Primary Tumor","Primary Tumor"
"1fca89db-8baa-434f-a580-3a5b3dcb20c6","Primary Tumor","Primary Tumor"
"70f60c0b-b581-4735-9535-69fd9ac480fd","Primary Tumor","Primary Tumor"
"5a1e7524-ff09-42d0-a77f-a7d497d4ebd0","Primary Tumor","Primary Tumor"
"520792ea-db7f-4eb0-a34b-98b5bb2b7eb3","Primary Tumor","Primary Tumor"
"4927d85f-e15d-490f-988f-9ebf31d20839","Primary Tumor","Primary Tumor"
"21abffb3-3e07-4022-86ff-51a41036cfc4","Primary Tumor","Primary Tumor"
"ed717bf7-f59f-4563-992d-36119b9bede0","Primary Tumor","Primary Tumor"
"0bf16fde-30c1-443c-875a-b63a1c271125","Primary Tumor","Primary Tumor"
"5c57e4a1-6498-4ace-8a63-04550891ec02","Primary Tumor","Primary Tumor"
"b64af68f-e463-4f68-86a1-15399cc15691","Primary Tumor","Primary Tumor"
"d704d644-c21e-49ef-9f83-7f350ba86b9c","Primary Tumor","Primary Tumor"
"526ab5d5-9a94-4c80-b088-84d190400b23","Primary Tumor","Primary Tumor"
"8acfb9e1-3fc2-4736-a1e3-44593ca8d1fe","Primary Tumor","Primary Tumor"
"5ea3601c-639a-4e8a-8b71-9586e2d5ea83","Primary Tumor","Primary Tumor"
"bf53b78f-1699-40b5-a76c-fb4b6c7e0de0","Primary Tumor","Primary Tumor"
"25e9d1e2-2fc3-4ee0-bf29-421adfcaf781","Primary Tumor","Primary Tumor"
"65da41a1-a2fc-40da-b171-8ce45d8fcacb","Primary Tumor","Primary Tumor"
"d43f788a-06c6-4a53-a8e4-710209968064","Primary Tumor","Primary Tumor"
"3ada67b6-bcdd-4682-b99b-89956219718c","Primary Tumor","Primary Tumor"
"7c44a1e3-6765-4a73-830f-6ff19d87d43f","Primary Tumor","Primary Tumor"
"bcf59ef3-e66b-49b6-92a8-478097e710c2","Solid Tissue Normal","Solid Tissue Normal"
"1cf994aa-a44c-4d08-9e06-01ed64693edf","Primary Tumor","Primary Tumor"
"2da979d1-6b8f-4e13-9c51-24a1ac569935","Primary Tumor","Primary Tumor"
"7434d066-f641-42ab-a87e-7e70ccf885f8","Primary Tumor","Primary Tumor"
"e3476c1f-d114-40df-8968-a8f51a0b6484","Primary Tumor","Primary Tumor"
"3a06f1a2-3a06-4f3b-876a-2c570036a132","Primary Tumor","Primary Tumor"
"65775f26-9935-472f-8187-8c488c4b1cee","Primary Tumor","Primary Tumor"
"645d6a17-34c1-4af0-9786-55aad23f64e7","Primary Tumor","Primary Tumor"
"70e1218e-5d4c-49b7-a479-9b5a4a112938","Primary Tumor","Primary Tumor"
"0e338fde-60dd-4d62-b5d8-0a3a01102b4b","Primary Tumor","Primary Tumor"
"133ae78e-fd83-4a13-9de6-28dbbe8e37c7","Solid Tissue Normal","Solid Tissue Normal"
"4eea0701-8708-4c93-9f63-79ea480031f3","Primary Tumor","Primary Tumor"
"e24e5985-c69b-457b-a790-ddb0198ed0de","Primary Tumor","Primary Tumor"
"31fc1006-d826-4d63-8fe0-881cce64b722","Primary Tumor","Primary Tumor"
"34dd6421-03a0-4fc8-a0b4-77593cea0481","Primary Tumor","Primary Tumor"
"ccaa2c13-d1d9-4c7b-8a0e-453407863ca2","Primary Tumor","Primary Tumor"
"8da07768-f3a7-4529-b042-bf2648999e91","Solid Tissue Normal","Solid Tissue Normal"
"b5992b43-9915-4cbf-b709-86a721fd69c9","Primary Tumor","Primary Tumor"
"0821624f-7175-40ae-894f-3c68376b5788","Primary Tumor","Primary Tumor"
"d5da7109-ec9b-45b4-ae60-1c3bf898c0e3","Primary Tumor","Primary Tumor"
"cbaaa15f-9fc5-43a2-8025-9b7529f7d61b","Primary Tumor","Primary Tumor"
"eb9b4f6f-ef2e-4bdb-b4c9-354ca9b30af6","Solid Tissue Normal","Solid Tissue Normal"
"cf9b4491-4660-4ff9-b539-ad435047a505","Primary Tumor","Primary Tumor"
"a607c74a-4ed5-4e2b-bf5b-3cc9e3214335","Primary Tumor","Primary Tumor"
"a31942b6-0477-483f-8852-28d4b638ef65","Primary Tumor","Primary Tumor"
"abf531dc-e45a-471c-841f-7353c8fa8e8d","Primary Tumor","Primary Tumor"
"1555aab1-9350-4c12-8929-4f124f092106","Primary Tumor","Primary Tumor"
"3951e52f-ee5a-4a71-9ed3-a112c97cca84","Primary Tumor","Primary Tumor"
"c680a261-9fdf-48dd-9e87-274881d700c8","Primary Tumor","Primary Tumor"
"c2c9e2dd-74cc-4f23-964b-2094b2f5c4fd","Primary Tumor","Primary Tumor"
"533dcb1b-2216-4186-8fa5-90ff3b85b1af","Primary Tumor","Primary Tumor"
"a9b9b321-f00e-4cdc-8b8c-92a377f89572","Solid Tissue Normal","Solid Tissue Normal"
"069ed9fe-e992-43e8-993f-05bb474ace15","Primary Tumor","Primary Tumor"
"b0db14c6-8cc3-4950-8ce9-fac9d5e6d666","Primary Tumor","Primary Tumor"
"151cfaa5-f363-4988-9c12-551274545a26","Primary Tumor","Primary Tumor"
"f61efa60-19ed-4edd-90ec-396fc999e103","Solid Tissue Normal","Solid Tissue Normal"
"99a16f47-f03b-4693-ac8d-a4653acf34d7","Primary Tumor","Primary Tumor"
"27ec5c6e-6119-474a-bb61-8d1310d1551b","Primary Tumor","Primary Tumor"
"0f931145-8fc3-4b2c-bb8f-8e5e978b825b","Primary Tumor","Primary Tumor"
"483ab415-03c0-4481-b4d3-9ecd61e6367b","Primary Tumor","Primary Tumor"
"c13e5279-5a75-4470-8e8d-ed07f5d290be","Primary Tumor","Primary Tumor"
"21278eb3-c93c-4b8a-b68b-2dec7b9f9fa3","Primary Tumor","Primary Tumor"
"aaab4fd3-9025-4add-b199-7ae99245b0e6","Primary Tumor","Primary Tumor"
"a0992897-79c4-4e33-974a-a65248ee43fa","Primary Tumor","Primary Tumor"
"56a7095e-29b1-4c29-b1ed-9b5a18b36a2c","Solid Tissue Normal","Solid Tissue Normal"
"96730d4a-dd9c-4f50-beae-2e45359746ae","Primary Tumor","Primary Tumor"
"4805e3d7-409d-41c9-b7a8-12614c50d354","Primary Tumor","Primary Tumor"
"c513453d-3dd5-4fde-b891-b55d4f71fb38","Primary Tumor","Primary Tumor"
"d72794d5-c18a-41a6-bb7c-353e4d5f0c96","Primary Tumor","Primary Tumor"
"046b15a8-38d3-41fc-b55f-04dd591a8e14","Primary Tumor","Primary Tumor"
"711608f3-1b39-45ae-9f55-248cbf2a707b","Primary Tumor","Primary Tumor"
"54241bed-d309-494b-a892-f1a3c1a69398","Primary Tumor","Primary Tumor"
"de3a4d13-6a5d-4943-8b84-bffaa2410c27","Primary Tumor","Primary Tumor"
"53dc00a4-4866-4803-b669-17a2ae4b25f9","Primary Tumor","Primary Tumor"
"48e35d76-273a-4dd7-ad6a-cd740e109921","Primary Tumor","Primary Tumor"
"5a647051-a5d5-4188-8671-bf1784415255","Primary Tumor","Primary Tumor"
"dca37698-a0de-4c13-ab69-408a3e2b8d65","Primary Tumor","Primary Tumor"
"cebd233b-8463-4cc6-95c3-9150170b18de","Primary Tumor","Primary Tumor"
"7d00b97e-c2e5-493a-8952-a039e2635b2d","Primary Tumor","Primary Tumor"
"c933036a-3ea4-4ed5-b318-95c310e6c11d","Primary Tumor","Primary Tumor"
"ffc1e2ea-a8ff-461f-8ed6-ed2ed6d547a1","Primary Tumor","Primary Tumor"
"e1c94290-d7d0-4159-9ea4-6cd107e3f224","Primary Tumor","Primary Tumor"
"a257fbd4-8d85-459a-984c-83040a164db6","Solid Tissue Normal","Solid Tissue Normal"
"3d53785d-0e73-40d1-a6f5-644fe778417c","Primary Tumor","Primary Tumor"
"119c02f2-2951-492e-bbe1-1e7120ec4a84","Solid Tissue Normal","Solid Tissue Normal"
"2a88609a-c32d-47a2-9fb0-10a1684dc883","Primary Tumor","Primary Tumor"
"8d926fd8-ee4a-4edb-b875-cc3aaf96d1f7","Primary Tumor","Primary Tumor"
"31894502-e558-4758-9bf6-1181ccb38412","Primary Tumor","Primary Tumor"
"bea553f4-ca68-4af4-9595-8259b556a2a2","Primary Tumor","Primary Tumor"
"95863f78-6d63-4de0-a42f-f4d8156e2a33","Primary Tumor","Primary Tumor"
"144c5bf9-5214-4911-a403-01f9b479ab63","Primary Tumor","Primary Tumor"
"ecc9276a-f900-431c-a6e2-2ce7a1d62215","Primary Tumor","Primary Tumor"
"2c4770c9-01db-4f5e-b392-fca2d1c0ddcb","Primary Tumor","Primary Tumor"
"d1b27d3f-a10c-4deb-acb7-9acb80815786","Primary Tumor","Primary Tumor"
"65126cbb-60a9-41d4-9fa5-6acd91bf53e1","Primary Tumor","Primary Tumor"
"a3361ee3-2e6f-48e7-a526-e6d1b1aa6d75","Primary Tumor","Primary Tumor"
"0c6dd343-cf69-4a93-a304-3afc9b287a5e","Solid Tissue Normal","Solid Tissue Normal"
"a335cf3e-1504-46c7-a130-628ef6b543aa","Primary Tumor","Primary Tumor"
"936f8576-8e59-4e4d-8a72-52ce4c6ae585","Primary Tumor","Primary Tumor"
"e279bb98-3f06-49bc-adff-24185116aa74","Primary Tumor","Primary Tumor"
"854cab48-2281-426a-910d-66ef0cdb0b83","Primary Tumor","Primary Tumor"
"dc3fe022-54ca-43a3-a8aa-94c08635e04f","Primary Tumor","Primary Tumor"
"790e77fb-fe92-4413-bb39-0f1edc92093d","Primary Tumor","Primary Tumor"
"cba39ceb-4b7e-49cb-8b01-c44b7e70ad25","Primary Tumor","Primary Tumor"
"b3a879c2-c96a-44ca-8ab9-b77ced6d0729","Primary Tumor","Primary Tumor"
"e68bb5da-1d15-4de9-b8d4-eac78a205699","Primary Tumor","Primary Tumor"
"fe02753e-a8d5-487d-87f9-f6879d185f0d","Primary Tumor","Primary Tumor"
"7f660b4e-d8f6-40fe-af08-ff2b5c658026","Primary Tumor","Primary Tumor"
"25887338-b88d-4b8a-90a5-4b268fed148f","Primary Tumor","Primary Tumor"
"de750a3e-5286-44ec-a701-bcaa7a06e569","Primary Tumor","Primary Tumor"
"f1394f51-c3ab-45e8-87a2-fe641f00518e","Solid Tissue Normal","Solid Tissue Normal"
"f2661b45-0a12-43b8-9cca-54c260673072","Primary Tumor","Primary Tumor"
"e48a4127-695e-47d7-8949-db5e12abe3ff","Primary Tumor","Primary Tumor"
"e2a34ea2-26f0-4cd9-853c-4f66b2912c56","Primary Tumor","Primary Tumor"
"c2b7c87a-5508-424e-ba34-fe3d859ceca1","Primary Tumor","Primary Tumor"
"0ebe924f-9ca9-45fc-8947-67fc6e1fb3d8","Primary Tumor","Primary Tumor"
"76c7c7b9-0ea8-4a26-bcf4-ad15da31c05d","Primary Tumor","Primary Tumor"
"19943aa8-5fe4-475c-8398-529ce6c0a3c3","Solid Tissue Normal","Solid Tissue Normal"
"413308af-8010-4fa7-b7d6-b7257d73e3c8","Primary Tumor","Primary Tumor"
"1e60fa48-4c11-467e-b41f-45eff7b6af08","Primary Tumor","Primary Tumor"
"9c322d05-b8a2-43cf-a25e-7e90cf8e85fc","Primary Tumor","Primary Tumor"
"457906f2-5c59-46a7-abdc-1ebce70de203","Primary Tumor","Primary Tumor"
"4aa7dbad-2fc6-45e5-8900-d827d93b1f47","Primary Tumor","Primary Tumor"
"fb0aa257-225e-4f4e-92d7-b59017ccac93","Primary Tumor","Primary Tumor"
"46a43fa3-cc56-4c67-9e6e-811ef74cde57","Primary Tumor","Primary Tumor"
"8b364946-e0c7-4452-be4e-220cea70f4ce","Primary Tumor","Primary Tumor"
"5a7be94c-d446-479e-93cd-a34f6e27153d","Primary Tumor","Primary Tumor"
"f772b781-d621-4278-b224-ab16a44f0710","Primary Tumor","Primary Tumor"
"3ef75f19-8b1a-4d77-a84a-f89e9869c0bb","Primary Tumor","Primary Tumor"
"c712ff91-262a-4a05-95b5-1e80ee9464bd","Primary Tumor","Primary Tumor"
"fdca715e-de7b-45e6-8cd8-3069bfbff602","Solid Tissue Normal","Solid Tissue Normal"
"b81c2913-e110-44b3-8599-5e70d8d8cfbf","Primary Tumor","Primary Tumor"
"d77641e2-391d-4f64-858b-2c7fb2b492cd","Primary Tumor","Primary Tumor"
"f0aeb482-f529-42c0-9d17-1a4778e004da","Primary Tumor","Primary Tumor"
"45f252ae-f837-4a81-bf3a-3e950f2ea5f8","Primary Tumor","Primary Tumor"
"8b1478bc-6e80-40d3-a083-05b948ac0310","Primary Tumor","Primary Tumor"
"fc3603d8-3812-4715-8509-12f422d50f5f","Primary Tumor","Primary Tumor"
"898d3ebf-81f6-4e59-93bd-53130c21d963","Primary Tumor","Primary Tumor"
"decf86c1-c5d2-4dd0-99fd-91b17c1e55c8","Primary Tumor","Primary Tumor"
"c0e234b3-a2d0-4891-856c-e65bc3b74051","Primary Tumor","Primary Tumor"
"4875a959-464d-4996-aa2b-efde14601743","Solid Tissue Normal","Solid Tissue Normal"
"8b2999ed-78b2-4ced-adf4-b7ffbfee4b7f","Primary Tumor","Primary Tumor"
"66a33c82-2163-4817-b1d3-6afd1b34b2da","Primary Tumor","Primary Tumor"
"c487acbe-618e-4444-903b-28c7a6fdffa0","Primary Tumor","Primary Tumor"
"b5aab16f-800b-4c8c-a28b-78fb34f02a8f","Primary Tumor","Primary Tumor"
"9c6e6db1-4096-47e2-9b77-abd2b4c7d180","Solid Tissue Normal","Solid Tissue Normal"
"5b8a883d-3e5a-445c-9fb2-d9c52e329c56","Primary Tumor","Primary Tumor"
"071915bb-9433-473e-91c1-b13bc0ce35d2","Primary Tumor","Primary Tumor"
"b7288a82-31a9-4c2a-bbcb-3f45d2901d55","Primary Tumor","Primary Tumor"
"0590b55f-e322-4e93-b111-5e9b5241d393","Primary Tumor","Primary Tumor"
"f7d07de5-5429-446e-8aec-e7e2c4cb4c6d","Primary Tumor","Primary Tumor"
"65f94233-e5fd-468f-aec6-94f2347d2f34","Primary Tumor","Primary Tumor"
"c6e4e020-dbe8-4e35-a198-b5e7c5483277","Primary Tumor","Primary Tumor"
"bd3542ab-4313-404a-9bbf-2aa20103b724","Primary Tumor","Primary Tumor"
"25f521ec-012b-4872-b97a-7764f8a57dc1","Primary Tumor","Primary Tumor"
"fbb3ab9c-1f19-4f31-bfb7-bb439717549b","Primary Tumor","Primary Tumor"
"262e5aa4-6892-4d82-9cee-99be4b6232bc","Solid Tissue Normal","Solid Tissue Normal"
"5850111a-db51-4bf0-96ba-fda0423d654a","Primary Tumor","Primary Tumor"
"ffe0a789-d1ed-4a3d-b12b-3f2aad470bfb","Primary Tumor","Primary Tumor"
"3e4b3c1f-cbb8-487f-9c9e-01291970ade3","Primary Tumor","Primary Tumor"
"3fd4e7c0-63ba-4d26-bb4c-f7938527fa9a","Primary Tumor","Primary Tumor"
"981285c2-a019-40fd-b96d-3b1b21cf7fd9","Solid Tissue Normal","Solid Tissue Normal"
"f778028d-cc55-465f-a541-28ae7c2e5289","Primary Tumor","Primary Tumor"
"308e951f-6d14-48fc-ab0f-604364928a56","Primary Tumor","Primary Tumor"
"98fd1ef3-4068-4a44-9bab-ea7378b123e7","Primary Tumor","Primary Tumor"
"82e5d342-4aa9-4413-9ff0-73f6a76018f4","Primary Tumor","Primary Tumor"
"1540ed84-19b0-49d5-a728-3b04a29abe8a","Solid Tissue Normal","Solid Tissue Normal"
"17954171-8dab-4e7b-967a-9d2a34d3c2e2","Primary Tumor","Primary Tumor"
"2afb9195-37c8-4e8c-9b39-53a2eefa6d31","Primary Tumor","Primary Tumor"
"8c6c51d4-6734-490b-9690-01f937485e35","Primary Tumor","Primary Tumor"
"06a337bb-c5f5-47a6-b3bd-beacb5fd62c7","Primary Tumor","Primary Tumor"
"99b5d58c-f91c-46d7-8c57-fe017a14f81b","Primary Tumor","Primary Tumor"
"d0907f83-4aa6-4aae-a059-56e315fbb037","Primary Tumor","Primary Tumor"
"e5ece39d-fffb-46fc-bd88-47e56bb3ab70","Primary Tumor","Primary Tumor"
"966f9637-a03c-41a8-9958-ea22ca86fed8","Primary Tumor","Primary Tumor"
"7f39d582-da4f-41e6-aefc-de40b6892e2f","Primary Tumor","Primary Tumor"
"5221cacc-3d04-4a17-8822-6fd9b4bfb2a4","Primary Tumor","Primary Tumor"
"6a1831e3-a68e-461b-b770-0087c57dbc24","Primary Tumor","Primary Tumor"
"cefd5b49-420f-4611-916b-7a4b7fda6fba","Primary Tumor","Primary Tumor"
"2f047527-d137-4f50-870d-1de05964627c","Primary Tumor","Primary Tumor"
"85df6b0d-d432-4215-aabd-39cdff61d3c2","Primary Tumor","Primary Tumor"
"37711a35-8e49-4c60-b1d1-572eff8b1f45","Primary Tumor","Primary Tumor"
"94b2d8c5-6045-4907-8f65-1d9001f5da09","Primary Tumor","Primary Tumor"
"ebce49de-2b04-4824-959b-6712e071436f","Primary Tumor","Primary Tumor"
"e9d4139d-0b14-49ef-ab6c-297c5efd71d5","Primary Tumor","Primary Tumor"
"5fc06877-c260-4af2-b0a0-98023bc1d718","Primary Tumor","Primary Tumor"
"ced45efd-cd54-44ea-b80e-ff04b1f061a6","Primary Tumor","Primary Tumor"
"6b1c475e-b897-457e-a6b7-3aad397202b4","Primary Tumor","Primary Tumor"
"ef82a51b-93d6-4392-b6a1-6b0d8f863685","Solid Tissue Normal","Solid Tissue Normal"
"baf45d0a-2691-4988-a33e-8ee88bcbdbb6","Primary Tumor","Primary Tumor"
"fae25d1e-3054-4428-b4fd-1b7cec89c4ef","Primary Tumor","Primary Tumor"
"e3d63f30-4993-4def-8da5-e3af4202c98c","Primary Tumor","Primary Tumor"
"7f77d610-f045-4640-9670-8c7e89dc7945","Primary Tumor","Primary Tumor"
"bdc86b29-186c-49ac-9415-a75be73a63e2","Primary Tumor","Primary Tumor"
"6af66fac-e9dc-43a7-b553-e54cd9e99896","Primary Tumor","Primary Tumor"
"99359a4e-5bd3-4a80-99a4-f00be159e0ea","Primary Tumor","Primary Tumor"
"1170b43b-b3cc-452d-a852-60646bd25420","Primary Tumor","Primary Tumor"
"cb4ee6d3-8e15-4209-9b80-ff2ac3b97f7b","Primary Tumor","Primary Tumor"
"77b7005e-ef2e-487e-8987-a08a9caac2f8","Primary Tumor","Primary Tumor"
"e6e6542c-bbac-46b9-ad05-ab211c14f675","Primary Tumor","Primary Tumor"
"456b880c-4bd6-4269-8f2d-029ddf89ceb7","Primary Tumor","Primary Tumor"
"8bfeb4f1-4193-4386-88d3-1dc935f5d7a9","Primary Tumor","Primary Tumor"
"342e1ce8-6605-4daa-bfc7-4ab5924bbffd","Primary Tumor","Primary Tumor"
"7406d49b-2695-4a31-a284-026fdc12debd","Primary Tumor","Primary Tumor"
"6f7baac5-47ff-4542-8254-a6ca6d5a03d5","Primary Tumor","Primary Tumor"
"1e325442-a40b-4f63-861a-ea4083cf7099","Primary Tumor","Primary Tumor"
"175f46cb-fc19-40b2-aa15-ddd534ef588c","Primary Tumor","Primary Tumor"
"2265e04b-5eaa-48d9-94d8-796d2d80f22d","Primary Tumor","Primary Tumor"
"6fef6e45-aa6e-41e6-98b1-5dbb9a67b31f","Solid Tissue Normal","Solid Tissue Normal"
"03b656ac-9aa2-415a-aec0-a7fbcdf4a592","Primary Tumor","Primary Tumor"
"4fa713f5-17fe-4ded-b35c-5423f897c058","Primary Tumor","Primary Tumor"
"66a43c8b-bb8b-42bf-a692-9a79c4ce1280","Primary Tumor","Primary Tumor"
"71b2b807-30fa-45e1-839d-eeb71f5b8e60","Primary Tumor","Primary Tumor"
"7192fb2e-98ec-405b-a865-ab15373f4301","Primary Tumor","Primary Tumor"
"84a43eab-3343-4507-98d6-ae7aa155dadd","Primary Tumor","Primary Tumor"
"8bbb169b-2a11-4764-86a9-fb7e7162a898","Primary Tumor","Primary Tumor"
"4dcf0fd6-a7eb-4f62-add4-e54905acf3b9","Primary Tumor","Primary Tumor"
"c0c2e14e-a426-40a9-96d3-ca2f6fbd8ec4","Primary Tumor","Primary Tumor"
"dbe68d32-f5f4-48fd-9df5-8e5536655ae3","Primary Tumor","Primary Tumor"
"c645f59d-0770-4609-b4a7-0e2c38ee0ebc","Primary Tumor","Primary Tumor"
"002f73df-6c1d-4187-bab8-09908ed64a75","Primary Tumor","Primary Tumor"
"7c022118-2af0-4ef0-9b1f-98a683ea6e75","Primary Tumor","Primary Tumor"
"e8b1577c-f4eb-4012-8fa0-07cfa4bff80f","Primary Tumor","Primary Tumor"
"828a28bf-5c89-4bd8-a791-19c3ea598efd","Primary Tumor","Primary Tumor"
"ccf38eda-e95b-4392-9f05-cfbdbbf8fbf8","Primary Tumor","Primary Tumor"
"00ff9946-9ddd-40bb-8e31-7be8efe0cc6e","Primary Tumor","Primary Tumor"
"28c996b2-5e2d-4a48-a4e0-dd910f8599ab","Primary Tumor","Primary Tumor"
