"file_id","sample_type","condition"
"d44ffd83-1b69-4fd3-9b67-51e16228820f","Primary Tumor","Primary Tumor"
"dedc6b67-b1a6-47c5-8f3b-365b4aa7d4bb","Primary Tumor","Primary Tumor"
"fa288f78-75ff-4f7a-aa86-3e99857e47e8","Primary Tumor","Primary Tumor"
"05352d5f-6570-4926-8c20-2c14751c3f2d","Primary Tumor","Primary Tumor"
"eef375b2-7441-4069-94fd-1035eb1f30f6","Primary Tumor","Primary Tumor"
"4fcf32e5-6b8c-4685-b067-888e9f7e0adf","Primary Tumor","Primary Tumor"
"833c2264-3379-4f83-bd51-8dbda8fab013","Solid Tissue Normal","Solid Tissue Normal"
"dbb0837c-5ba2-4b10-bb93-a832fa11f481","Solid Tissue Normal","Solid Tissue Normal"
"f548c2c7-4f94-4e41-a0d7-c3a3e3232513","Primary Tumor","Primary Tumor"
"fcd5f067-418e-4636-80b5-3acca97bdc29","Primary Tumor","Primary Tumor"
"4db49f5a-4675-41f2-af9b-66cd8cab43cd","Primary Tumor","Primary Tumor"
"32bb2085-8247-4f0c-92fd-cf5bf033daa5","Primary Tumor","Primary Tumor"
"79eaf58d-3f20-4e6b-9006-d71f80dd4898","Solid Tissue Normal","Solid Tissue Normal"
"6b5a0fb4-95bd-4d90-89e3-d717493d7e6d","Primary Tumor","Primary Tumor"
"4821e883-36ff-4203-ab40-e1343b3c7017","Primary Tumor","Primary Tumor"
"66b172d2-29be-4b0d-b52d-465149ec3e57","Primary Tumor","Primary Tumor"
"2302f5d6-9dda-4c5e-bdf9-8e4834e27df2","Primary Tumor","Primary Tumor"
"5bcf4341-9360-4904-9dd9-6a43bdfa931c","Primary Tumor","Primary Tumor"
"25a7a89c-6dbe-4537-b664-55637aa6df10","Primary Tumor","Primary Tumor"
"bdea9be8-e4d9-4bfb-b416-654b02fd43d1","Primary Tumor","Primary Tumor"
"5125a5a9-aeb1-4132-bd34-18d8eb38b61e","Primary Tumor","Primary Tumor"
"ab195f1a-3afe-49b3-bf6f-105dfbee5e9f","Primary Tumor","Primary Tumor"
"04b15889-e23f-4df0-aeca-0a9e40a4acfe","Primary Tumor","Primary Tumor"
"e30030b5-84a4-46e6-b756-7d929c08d2e7","Primary Tumor","Primary Tumor"
"553abd08-4f08-4084-8d2e-8a56d6d6e120","Primary Tumor","Primary Tumor"
"f05495a0-738b-45fd-baef-ca26ff60969a","Primary Tumor","Primary Tumor"
"e879f843-77a2-4f1d-9118-e7c65e860b33","Primary Tumor","Primary Tumor"
"c04f1ad6-272d-41da-b028-44abd1b09f3b","Primary Tumor","Primary Tumor"
"25235c94-211b-46bc-a535-caf93aa623b8","Primary Tumor","Primary Tumor"
"b5e2d74c-1626-42de-b97c-4e988e44f9f5","Primary Tumor","Primary Tumor"
"b7b6e492-59b0-45f5-aaff-051c2cab5ee8","Primary Tumor","Primary Tumor"
"9f0f7a85-d2ac-4156-80ea-3c39c0f2f005","Primary Tumor","Primary Tumor"
"93b00070-2a34-4c3e-abdb-b1d1c7d6c6f2","Primary Tumor","Primary Tumor"
"d44ac398-6817-4571-bce1-0044f9d6dbd3","Primary Tumor","Primary Tumor"
"2fcd500e-cb86-4fdd-8340-fd355c0556cc","Primary Tumor","Primary Tumor"
"7f73cf13-d6a3-4a76-a5db-aaac249bcdae","Primary Tumor","Primary Tumor"
"4f3259b0-5b8a-4d12-9e2d-467af7bbc78f","Primary Tumor","Primary Tumor"
"f16e1b44-07c0-4621-9750-d63d13044c42","Primary Tumor","Primary Tumor"
"a22f0a97-4b8b-4e03-ad35-6fae5522a88a","Primary Tumor","Primary Tumor"
"94e3b26a-8ffe-4ad7-b432-d7c7be4b5028","Solid Tissue Normal","Solid Tissue Normal"
"6f14ecd7-c87a-42cd-b90e-03de2964bd94","Primary Tumor","Primary Tumor"
"3d899ad8-1feb-480c-b3de-b588d6fc6106","Primary Tumor","Primary Tumor"
"0d11e213-5ddf-4d0a-9987-f9d0a3056f3a","Primary Tumor","Primary Tumor"
"2da52905-3b53-44ea-86de-f05a8de372fb","Primary Tumor","Primary Tumor"
"bd161fdd-1714-45cb-b8f8-f042a691e297","Primary Tumor","Primary Tumor"
"e7cc6b48-f782-4392-a22a-04459bf8e703","Primary Tumor","Primary Tumor"
"0051d081-c264-4d60-b4fd-a203ef7ef087","Primary Tumor","Primary Tumor"
"0f9833f9-3923-46cc-ac42-506c5e9e635f","Primary Tumor","Primary Tumor"
"ec8df8ea-c6b0-419d-830b-b22552ebed89","Primary Tumor","Primary Tumor"
"b789f2c1-a793-41c3-80b1-781e3fe6dbca","Primary Tumor","Primary Tumor"
"dd81dd2f-0be1-4507-b931-9cc2b197b9f8","Primary Tumor","Primary Tumor"
"24a6594d-c21e-45e3-9863-f6b7e304f21c","Solid Tissue Normal","Solid Tissue Normal"
"9d29819e-a6e7-4277-b825-b80182164fd0","Primary Tumor","Primary Tumor"
"c329df5e-f892-4e34-a575-947b80e0f6fa","Primary Tumor","Primary Tumor"
"db7aa78b-4bb9-4d89-9219-bc93eaa277a2","Primary Tumor","Primary Tumor"
"d51d209c-1403-49e9-a9b7-3c36659b64a9","Solid Tissue Normal","Solid Tissue Normal"
"aa4061d1-8b1e-4aed-b0d7-fe3a5466737e","Primary Tumor","Primary Tumor"
"0dfa1f7b-98f0-459e-b3bb-29ac447bee53","Primary Tumor","Primary Tumor"
"6266e5d6-5477-4a83-86bb-b8351923e416","Primary Tumor","Primary Tumor"
"7843d077-04e2-41d2-bd64-73edd83e9c1f","Primary Tumor","Primary Tumor"
"5ee4d61e-a926-4094-9ffe-312585edd0c4","Solid Tissue Normal","Solid Tissue Normal"
"15d2a81f-6250-4152-abe8-a862a70a8399","Primary Tumor","Primary Tumor"
"f20fdb15-6b29-46af-bc5b-ea583dfa13c2","Primary Tumor","Primary Tumor"
"252ee930-ff03-4cc7-8279-543bb5a955b4","Solid Tissue Normal","Solid Tissue Normal"
"fb336b62-9f4e-4cb8-b987-99cb4ef60da5","Primary Tumor","Primary Tumor"
"a1386644-1ef2-4445-b571-b7755061b18b","Primary Tumor","Primary Tumor"
"10058d63-4b67-4366-871a-17abf02495dc","Primary Tumor","Primary Tumor"
"6ab7d63d-a094-4b23-be06-1f93f8dae8a4","Primary Tumor","Primary Tumor"
"82c32328-fe75-4968-9bdb-5c8fb341e394","Primary Tumor","Primary Tumor"
"638736e2-e96a-4f66-942d-0fb9662a5079","Primary Tumor","Primary Tumor"
"d83457c2-be25-460c-b782-c905874bfb05","Primary Tumor","Primary Tumor"
"0174aa45-bcca-4677-b619-593ed2119a05","Primary Tumor","Primary Tumor"
"0dbc2812-7acb-4f6c-a1bd-b9911b317d36","Primary Tumor","Primary Tumor"
"8658b402-5d8f-4fe1-aa07-49ba5c655e47","Primary Tumor","Primary Tumor"
"fa2c92c8-c2a3-4d66-8607-25e26e3a95d2","Primary Tumor","Primary Tumor"
"7fc4859d-6045-4eef-9688-4ecdb7e5eede","Primary Tumor","Primary Tumor"
"5830e58b-da08-491e-b74d-b1e41058262a","Primary Tumor","Primary Tumor"
"1f7b950c-7711-44ee-9d25-0b4d68178a37","Primary Tumor","Primary Tumor"
"fe6096b0-5c9e-4aa4-85c6-a4d3420d95e0","Primary Tumor","Primary Tumor"
"a8804277-1e01-4cb0-9a1a-a637ca5852d9","Primary Tumor","Primary Tumor"
"57861daf-8afc-4c1b-85a3-cec9240e30ca","Primary Tumor","Primary Tumor"
"428c71b7-7fa6-4b34-b85c-bc67329db834","Primary Tumor","Primary Tumor"
"0d0092fd-33be-4e11-93e8-42f353fbb8d1","Primary Tumor","Primary Tumor"
"6137053a-f7df-4eba-a296-16530ca8ea1e","Primary Tumor","Primary Tumor"
"d716a9e8-f98d-4bb4-8cea-9d8cbe3f9838","Primary Tumor","Primary Tumor"
"e35f3c2a-1324-4b50-9096-5e59cf80da93","Primary Tumor","Primary Tumor"
"baf89520-278b-461f-9c85-daad7f717a6b","Primary Tumor","Primary Tumor"
"d14e57a0-143e-4faf-a197-e7429544ad86","Primary Tumor","Primary Tumor"
"e6d69ef2-2ae5-4a6c-b162-6eb465953c88","Solid Tissue Normal","Solid Tissue Normal"
"c2c6e1dd-c3fe-4196-a4e2-eedd600bd8d5","Primary Tumor","Primary Tumor"
"86bbc63c-70a5-4d2c-bdea-f9de18f8b510","Primary Tumor","Primary Tumor"
"be3ff5e3-0d0a-4e82-84a6-4dd238c8bf7b","Primary Tumor","Primary Tumor"
"600a260b-0e31-4158-ab13-414d41ef7d35","Primary Tumor","Primary Tumor"
"5a41d026-6876-4db0-b8bf-a15fc771d1be","Primary Tumor","Primary Tumor"
"c997955d-2e75-4b49-a891-6c335611ac0d","Primary Tumor","Primary Tumor"
"4328f48c-5c7d-4ec4-98fc-f4a28674c49f","Primary Tumor","Primary Tumor"
"af03c277-4949-4640-9da0-a25ca2d0df70","Primary Tumor","Primary Tumor"
"c1553238-b56b-407a-abc0-9a352d12f902","Primary Tumor","Primary Tumor"
"284358d4-9c45-4749-b1f4-46e724c59d1f","Primary Tumor","Primary Tumor"
"9d8eb79b-50fd-45d3-9b7e-88c1197c7bc7","Primary Tumor","Primary Tumor"
"20664f76-c4b2-4f86-be8c-f0bf9e4fb052","Primary Tumor","Primary Tumor"
"7c2a4fee-489e-4368-be21-3c681c3fd5a9","Primary Tumor","Primary Tumor"
"ae7025c3-27ac-4435-958a-0a2887f5e737","Primary Tumor","Primary Tumor"
"54283490-47a5-4176-baa7-a8d99ec0aed7","Primary Tumor","Primary Tumor"
"25bc9363-e25e-4b4a-9d57-a70b867716b1","Primary Tumor","Primary Tumor"
"5d2ea1db-2863-482d-8394-57c57cc64871","Primary Tumor","Primary Tumor"
"89663744-7c27-4310-a869-03fb9b499df0","Primary Tumor","Primary Tumor"
"ca7a1993-022c-4734-ab71-33ff5cba2179","Primary Tumor","Primary Tumor"
"ed3fd3e3-1b78-4a4f-8419-f4111c8c5c73","Solid Tissue Normal","Solid Tissue Normal"
"5478889a-c160-472a-9c42-791c2e4da271","Primary Tumor","Primary Tumor"
"b756ef91-c3f5-4ab6-8cd8-05024d0f9316","Primary Tumor","Primary Tumor"
"44326a5f-517c-4e99-a8ac-eea1bdf44eeb","Solid Tissue Normal","Solid Tissue Normal"
"22e40c6d-3f1d-434d-91ef-345cefd28983","Primary Tumor","Primary Tumor"
"4d4bb419-1f68-4c6e-92dc-bcfc0cc7c8e8","Solid Tissue Normal","Solid Tissue Normal"
"9ba501e5-2be7-4edc-bbff-f6604ccb0692","Primary Tumor","Primary Tumor"
"0759b027-a95e-4679-9262-cd32edbc9490","Solid Tissue Normal","Solid Tissue Normal"
"eae8feaf-bc9e-4718-901b-127598acb7d4","Primary Tumor","Primary Tumor"
"5104c30b-e7ca-4851-b766-53d2a60f6ce3","Primary Tumor","Primary Tumor"
"776ac485-6c96-4296-a988-ae6d160dd5b0","Primary Tumor","Primary Tumor"
"7d7a0a60-4b39-4f65-8037-9958f3b57440","Primary Tumor","Primary Tumor"
"fc8e0387-e751-4595-8c61-650e808da79b","Primary Tumor","Primary Tumor"
"4df97655-744a-405b-864d-1ed885a3c733","Primary Tumor","Primary Tumor"
"c1646f76-5b5d-4d42-bf77-73ddccedd406","Primary Tumor","Primary Tumor"
"a8f5ecb5-ec0f-4320-a7d3-218ab6d31b1a","Solid Tissue Normal","Solid Tissue Normal"
"dee8967e-7a32-4338-9fb0-e2c7faa2d68f","Primary Tumor","Primary Tumor"
"bc297e83-d1dc-4b87-b998-113423d686ca","Primary Tumor","Primary Tumor"
"0fdeab95-dd48-4523-87d5-76b1958f454c","Primary Tumor","Primary Tumor"
"0a3a4c10-211c-48bf-9efb-e35cdfdac8f1","Primary Tumor","Primary Tumor"
"2a30b4b5-e925-469c-8555-9cc602ea4e1f","Primary Tumor","Primary Tumor"
"671eaa5a-e0a3-4a53-8e38-ad77f217392f","Primary Tumor","Primary Tumor"
"9e246750-a285-4921-8134-4043d0d69efd","Primary Tumor","Primary Tumor"
"7fdf1402-fbd8-4d8e-9b84-e4a01495f3f8","Primary Tumor","Primary Tumor"
"11b8df13-22dd-4ca1-a819-a5c350b80e63","Primary Tumor","Primary Tumor"
"370ffc60-025d-4127-a6b5-3559e8f8a01c","Primary Tumor","Primary Tumor"
"d2af75f6-2380-445c-8f54-e047c23e14e0","Primary Tumor","Primary Tumor"
"a626fa2c-5e31-4504-a993-7f86aa21e8ab","Primary Tumor","Primary Tumor"
"f9b88865-6e80-46ed-98aa-6d81ba5d4a02","Primary Tumor","Primary Tumor"
"e3cae4c0-0f6a-4410-981f-165ae9aca8d5","Primary Tumor","Primary Tumor"
"2050e0d5-b6c3-4bbf-9cb9-942141a07b3f","Primary Tumor","Primary Tumor"
"56dc7cfa-903d-413b-84f8-12a3279889cd","Primary Tumor","Primary Tumor"
"588e3a31-b4c2-41ed-bb23-5ffa1c150ec7","Primary Tumor","Primary Tumor"
"1bb15d67-0bcb-4d29-b186-2d57a0247f64","Primary Tumor","Primary Tumor"
"af02f1d4-47ea-4b53-a7e6-1f966a5be07b","Primary Tumor","Primary Tumor"
"79252e70-e36c-4faa-96d7-7ce792ebf278","Primary Tumor","Primary Tumor"
"bc30ca6a-982b-4ba1-85a2-2e4adeba535a","Primary Tumor","Primary Tumor"
"93a287f1-02ac-4023-a8d5-88e188b65168","Primary Tumor","Primary Tumor"
"5df1ba0e-a83f-4793-a880-0219a7250858","Primary Tumor","Primary Tumor"
"28bfa617-bafe-40fe-ae7b-fca66584b7cf","Primary Tumor","Primary Tumor"
"4b08af50-9a8f-48a8-9fd5-e4d3e963dabc","Solid Tissue Normal","Solid Tissue Normal"
"d4654d40-a23f-4a56-8079-211087e14dee","Primary Tumor","Primary Tumor"
"0fbaa6ef-4d9d-4c95-a918-51500b9462b0","Primary Tumor","Primary Tumor"
"e5e500b0-8c8c-4c5d-b59b-476aa4f59575","Primary Tumor","Primary Tumor"
"9691b06a-1a16-4616-b7e3-031792fbc0bd","Primary Tumor","Primary Tumor"
"2d2554be-a947-4b7c-90b8-be1b4a0bd943","Solid Tissue Normal","Solid Tissue Normal"
"45fe6130-71bb-4e1e-921c-61cdefc003ac","Primary Tumor","Primary Tumor"
"4e60fda1-4bbe-4901-987d-6c15a87af886","Primary Tumor","Primary Tumor"
"92e2366c-6120-48eb-acc7-f37acdb222ae","Primary Tumor","Primary Tumor"
"ed32fcea-aa43-45e1-a20a-4942541ffccc","Primary Tumor","Primary Tumor"
"38d4869b-6186-4af8-bac6-8fbf613b5861","Solid Tissue Normal","Solid Tissue Normal"
"6403a752-012e-41da-a8a8-7baed9cd79fc","Primary Tumor","Primary Tumor"
"dc16a8f2-01b0-4b62-8e4c-257314158169","Primary Tumor","Primary Tumor"
"210b1a48-1be8-407d-8354-50c0c60d5192","Primary Tumor","Primary Tumor"
"aa94ebe3-13f3-40e6-98ee-4829309d819c","Primary Tumor","Primary Tumor"
"0fe319f2-7a4f-4732-a488-f96c9db8a0dd","Primary Tumor","Primary Tumor"
"79ab1074-d958-4de9-98a6-934277350b07","Solid Tissue Normal","Solid Tissue Normal"
"33f500d7-0967-4bbf-9b40-d1d6ff8e3e3a","Solid Tissue Normal","Solid Tissue Normal"
"540f5a9f-330b-4817-baa6-490b83237292","Primary Tumor","Primary Tumor"
"fdb89f96-3def-4855-884d-15da0853dd3a","Primary Tumor","Primary Tumor"
"1a7c071e-3191-4766-9b2f-df1d2c5f46c7","Solid Tissue Normal","Solid Tissue Normal"
"1c311e03-46af-4c35-978b-cbbd8fa725e9","Primary Tumor","Primary Tumor"
"83b2db75-facd-476a-ad40-6181717b928c","Primary Tumor","Primary Tumor"
"cb9d4ce8-c82d-450d-bcb2-e6a286cf1484","Primary Tumor","Primary Tumor"
"3d914f61-568a-4f5c-a97a-54be972c5e5f","Primary Tumor","Primary Tumor"
"c536d613-9665-4607-8984-cecf71915c6f","Primary Tumor","Primary Tumor"
"33363284-aff9-4015-93c6-b94c39072073","Primary Tumor","Primary Tumor"
"dad4f7b3-abcd-4dbc-8787-ea7c95450bff","Primary Tumor","Primary Tumor"
"f07843bd-9399-494d-856a-b53b2c364c3e","Primary Tumor","Primary Tumor"
"d72da257-f34f-4efa-b698-aecfc2702e8b","Primary Tumor","Primary Tumor"
"64108f0b-a375-48f7-8f3d-cd024f622fe4","Primary Tumor","Primary Tumor"
"ba9e1358-b0f0-49d3-8c53-21c7cf812589","Primary Tumor","Primary Tumor"
"e278cd4c-5cbb-42f7-9fc9-cc2c94a2bd4e","Primary Tumor","Primary Tumor"
"c46637b9-d9e2-4652-800d-f037b8a8d204","Primary Tumor","Primary Tumor"
"7bc80f15-89d8-40e6-9a90-d320ca43e2c3","Primary Tumor","Primary Tumor"
"814322ed-016a-4af6-b976-5a5a9a192f5d","Primary Tumor","Primary Tumor"
"2ebe4258-3d6c-4753-9f3e-461653894107","Primary Tumor","Primary Tumor"
"03ff76ae-9b3e-40c5-87db-f13b7f520afb","Primary Tumor","Primary Tumor"
"2cfde9cb-f746-4f70-b21d-d00ccb8f4d9b","Primary Tumor","Primary Tumor"
"153f3345-4527-454e-9aa4-1cdde6d90512","Primary Tumor","Primary Tumor"
"b7c318d9-5739-4a47-b19c-428f5f1223ac","Primary Tumor","Primary Tumor"
"fc2d38ef-7c0a-4126-92ae-35c41c2f0a7f","Primary Tumor","Primary Tumor"
"b66f1001-d558-4884-9dad-923bf16a4ddb","Primary Tumor","Primary Tumor"
"a3870ea2-d450-44c3-b3e3-f26acd52cdb2","Primary Tumor","Primary Tumor"
"702e5fa4-0acc-442c-9fa3-4cca9f4f54bc","Primary Tumor","Primary Tumor"
"d218396f-bc77-4846-8796-79e39928a925","Primary Tumor","Primary Tumor"
"ffe830c1-061d-4123-95c8-48def573a04a","Primary Tumor","Primary Tumor"
"18a132a0-d95c-4311-a2e9-3cea86decb0e","Primary Tumor","Primary Tumor"
"bfe0c894-09d6-47ee-8334-23f81a23e1d4","Primary Tumor","Primary Tumor"
"1bbd0673-59f4-4c8a-92e5-1bb19717931f","Primary Tumor","Primary Tumor"
"d4976851-cef0-47d5-9ea6-8c72ece9ed7a","Primary Tumor","Primary Tumor"
"a416945e-cd2d-43f6-aeff-d35cb66684df","Solid Tissue Normal","Solid Tissue Normal"
"e9c2b7e2-8a60-474f-97b0-1a153a47757b","Primary Tumor","Primary Tumor"
"296936b9-d038-44f8-bebc-ed5b7c4b2c38","Primary Tumor","Primary Tumor"
"cab62404-4930-4260-b047-0029de7fad38","Primary Tumor","Primary Tumor"
"397f6746-6dad-4181-89b7-63881d417277","Primary Tumor","Primary Tumor"
"c0e523de-6df0-433a-a174-8312b795d590","Primary Tumor","Primary Tumor"
"6bf7f596-c9b0-452c-a8fb-8067d42f1936","Primary Tumor","Primary Tumor"
"2d164199-c4f0-48ca-90bd-5f363b28cc58","Primary Tumor","Primary Tumor"
"7f250a22-778c-473d-bf11-9f2a84bfcd31","Primary Tumor","Primary Tumor"
"58df0564-7b33-4237-9867-c3426979fd94","Primary Tumor","Primary Tumor"
"ea5d0124-14b8-492f-aecb-5aa464e182e1","Primary Tumor","Primary Tumor"
"76505f5a-502a-4e81-81dd-37dbba22547e","Primary Tumor","Primary Tumor"
"0cd9169f-e533-4da9-8ed4-e56435fa4dc7","Solid Tissue Normal","Solid Tissue Normal"
"36cbd6e5-aa8c-4cb5-88f3-086a6e896f36","Primary Tumor","Primary Tumor"
"8c105b54-7d1e-42ba-ba2c-259d2f7e9278","Primary Tumor","Primary Tumor"
"295fb489-c0ca-4793-878f-369bca5890d9","Primary Tumor","Primary Tumor"
"419dce6e-53aa-43b2-9f8b-1c8512b9b851","Primary Tumor","Primary Tumor"
"98c6443e-64f7-438c-bbe1-bea65458e98b","Primary Tumor","Primary Tumor"
"ec0b35ab-e9cb-4c3f-bbef-6fc4537f3b66","Primary Tumor","Primary Tumor"
"98f5da8f-f9bf-4e9e-834c-31b5c931ba69","Solid Tissue Normal","Solid Tissue Normal"
"66d15d9c-5acd-4ff8-b4fe-b4bc3e10ba9b","Primary Tumor","Primary Tumor"
"b67087c7-8a60-45e5-8087-4f442e8aa72d","Primary Tumor","Primary Tumor"
"b63265a8-daa8-4c67-a596-f8432264abdf","Primary Tumor","Primary Tumor"
"93efebf6-85fd-41c5-ba4a-73ab25bd9f75","Primary Tumor","Primary Tumor"
"163df87a-766e-4781-905f-4dce8589f4b0","Primary Tumor","Primary Tumor"
"ca75d3d9-83e8-4672-85cd-601917ac452e","Primary Tumor","Primary Tumor"
"da1008e1-36b1-4751-a386-e9e84b982c47","Primary Tumor","Primary Tumor"
"6fa95d3e-e33c-482c-87d8-cf41023b2e46","Primary Tumor","Primary Tumor"
"8efd6f4c-e92b-4070-9d7c-5f8b55748b37","Primary Tumor","Primary Tumor"
"5ca43c0a-c892-4137-9cd2-18440dc47b58","Primary Tumor","Primary Tumor"
"73214437-dde3-4ade-a938-740f7a28a4c9","Primary Tumor","Primary Tumor"
"a9e1fe98-7705-4751-8565-178d78bfe746","Primary Tumor","Primary Tumor"
"c5292827-2f32-47c7-9c4e-75aefa709891","Primary Tumor","Primary Tumor"
"b65dc8ab-c0bb-48f0-bfca-75117cecf8e8","Primary Tumor","Primary Tumor"
"fcbad081-176a-4cbe-962f-4707138ddd90","Solid Tissue Normal","Solid Tissue Normal"
"ddea3865-c880-4836-b0d6-10de01390ad9","Primary Tumor","Primary Tumor"
"f09fd1c6-c8bb-49cd-97e1-6b9f661770f6","Primary Tumor","Primary Tumor"
"f7db7956-5fbd-4118-864c-8b417e88580d","Primary Tumor","Primary Tumor"
"bc1eea6a-889a-4412-908f-ccf4c22c9986","Primary Tumor","Primary Tumor"
"9220ca81-c373-4cfa-876a-a7cf827e0d7a","Primary Tumor","Primary Tumor"
"4356726a-2bb1-4629-90db-803859bbb319","Primary Tumor","Primary Tumor"
"1fe883a5-e6ba-44ab-b24f-cfe19b68fc0c","Primary Tumor","Primary Tumor"
"3157a8cb-4f6b-4a7a-a3b5-d4868302a295","Primary Tumor","Primary Tumor"
"9c762806-4ac1-4609-ae3e-0597c35d6203","Solid Tissue Normal","Solid Tissue Normal"
"f406213e-322a-43df-9c2f-0e1583cd0d6a","Primary Tumor","Primary Tumor"
"f30f905d-0da0-43f8-9993-21325d1fb751","Primary Tumor","Primary Tumor"
"8780c854-7eaf-42e9-a4cc-31222f8a3025","Solid Tissue Normal","Solid Tissue Normal"
"beac6749-18b8-43df-bc3b-32c3d3504eaa","Primary Tumor","Primary Tumor"
"04d6d73c-53fd-4146-a163-c4bac388172a","Primary Tumor","Primary Tumor"
"7d2b66f6-b6e4-4c5a-9694-39b1939680ac","Primary Tumor","Primary Tumor"
"3a5aeb89-be94-40ea-a60c-10cbeb1f6350","Primary Tumor","Primary Tumor"
"f57b8cf0-2fd6-4b16-a2be-e9b48a86ae97","Primary Tumor","Primary Tumor"
"6a044464-d09f-4b9b-8df6-e0bfd78f455e","Primary Tumor","Primary Tumor"
"eee52d5b-7be0-4795-88c9-75dc2645891f","Primary Tumor","Primary Tumor"
"93d8c0e6-b97a-4734-92fd-b98f855301ab","Solid Tissue Normal","Solid Tissue Normal"
"4b8b4b05-a853-4ec2-ab04-2ccd8609277b","Primary Tumor","Primary Tumor"
"bafab974-b9fa-4516-9763-f37f8294d404","Primary Tumor","Primary Tumor"
"30b2fec5-69ef-48db-9d33-e35642818ad5","Primary Tumor","Primary Tumor"
"b08c42c0-9cea-46e3-b6c4-cd9cda5876ac","Primary Tumor","Primary Tumor"
"fa2558ac-53c0-4743-b3a2-8e7bf0cfe89b","Primary Tumor","Primary Tumor"
"e955427b-ab30-4634-b168-e46461dda626","Primary Tumor","Primary Tumor"
"418c3046-4557-4d8c-aa82-efb372a04b44","Primary Tumor","Primary Tumor"
"ff5b35ac-1ea0-49b7-8156-0f44760b7ee8","Primary Tumor","Primary Tumor"
"07ff7aa3-a3be-44c0-89d8-c67a0dedcc72","Primary Tumor","Primary Tumor"
"6f335026-6df0-43f8-8076-fb6534e4420f","Primary Tumor","Primary Tumor"
"0f7c26d8-ec0b-40d3-8399-a93289d0c882","Primary Tumor","Primary Tumor"
"8cdfa98c-e2f7-4509-9d31-96eec5ce7a99","Primary Tumor","Primary Tumor"
"94daa651-5d59-4a69-bfd0-b95e146cee04","Primary Tumor","Primary Tumor"
"656df965-f7ff-4713-8981-0994a3244b02","Primary Tumor","Primary Tumor"
"c9bd0faa-8452-482a-bbab-4858f908428b","Primary Tumor","Primary Tumor"
"7d7d47f1-96f0-4905-b9d5-10ba619e75a2","Primary Tumor","Primary Tumor"
"4d45722d-19a0-4540-9a2b-fb4269da9caa","Solid Tissue Normal","Solid Tissue Normal"
"3f8e6f58-24eb-4c97-95f3-8dedd4a9d05a","Primary Tumor","Primary Tumor"
"5bd1aec2-6ba0-4396-8114-2e7e7f49edfa","Primary Tumor","Primary Tumor"
"3211b546-a89b-4c63-8fb6-bedd9fcc7d0b","Primary Tumor","Primary Tumor"
"57a5ea8d-a6eb-416b-9ae3-9ceac2814e3a","Primary Tumor","Primary Tumor"
"63970639-a366-42e8-aa18-d072a9fc1770","Solid Tissue Normal","Solid Tissue Normal"
"9ffe4074-da8b-402b-8820-2d50aff099a0","Primary Tumor","Primary Tumor"
"50db711e-b2eb-4b33-ae9f-48ce6d860a48","Solid Tissue Normal","Solid Tissue Normal"
"e02c1321-88a2-43f5-9203-a56454e346df","Primary Tumor","Primary Tumor"
"7019c592-f43b-43f8-b585-59173ad5c169","Primary Tumor","Primary Tumor"
"a44c536a-f222-44e7-87f4-e63968b2017b","Primary Tumor","Primary Tumor"
"c4c8ab78-32a4-4bcc-842a-766bf5157590","Primary Tumor","Primary Tumor"
"0b64742b-b99d-4fc1-bfbf-bb7074f21a67","Primary Tumor","Primary Tumor"
"d53b4011-ae3c-47c2-b2cb-b722e457490f","Primary Tumor","Primary Tumor"
"3cdae844-cac7-483a-aa41-cf58f7e958b6","Primary Tumor","Primary Tumor"
"91cf017e-0026-4939-b9b0-151b13397092","Solid Tissue Normal","Solid Tissue Normal"
"8b4d83e5-198c-4290-ad6a-78f962132f13","Primary Tumor","Primary Tumor"
"dd4fcd4e-4c66-47b2-80a1-1d7aba2d0b4c","Primary Tumor","Primary Tumor"
"449981a9-490d-49b9-81f4-8bdea23131b2","Primary Tumor","Primary Tumor"
"a4ca193e-ee85-492b-b313-4e1bafc1e977","Primary Tumor","Primary Tumor"
"50f47c84-b9e0-4d29-9e0c-7880432ef1d6","Primary Tumor","Primary Tumor"
"8be946ee-7395-42d4-af82-2d16b09b786d","Primary Tumor","Primary Tumor"
"b1e9cb2b-97ea-46b0-8d25-281843c50161","Primary Tumor","Primary Tumor"
"36091e7d-21aa-4471-bd96-8fd4d93c03ff","Solid Tissue Normal","Solid Tissue Normal"
"5cf58cd3-84a5-4b38-9793-e35f0e4cc325","Solid Tissue Normal","Solid Tissue Normal"
"e12941b0-d83c-4adf-9e8b-d48c5ddb67ed","Primary Tumor","Primary Tumor"
"6e684fdf-142e-4285-a259-6457763d95a9","Primary Tumor","Primary Tumor"
"38b76080-eeae-4c30-a6ec-955213c8c691","Primary Tumor","Primary Tumor"
"0b85120a-29ec-4948-9eb3-dbea5709cb31","Primary Tumor","Primary Tumor"
"adaebe36-5fdb-41f8-b05a-ed793fa6fd38","Primary Tumor","Primary Tumor"
"8b55e14a-5fc7-4553-829a-ff02fe0f8f7f","Primary Tumor","Primary Tumor"
"8b18c127-13dc-4ca5-b3e8-38ccbd21b010","Primary Tumor","Primary Tumor"
"e09d0370-46e4-41ea-9fa4-7f0a39195507","Primary Tumor","Primary Tumor"
"964aab26-ff67-4bfc-893a-68c3eb84752a","Primary Tumor","Primary Tumor"
"4e9d76de-98d7-4a5e-8132-2226c90a6af7","Primary Tumor","Primary Tumor"
